id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL,Image
3636,Waterloo 20,2,2,50,2008,Hex-and-Counter,"Napoleonic, Wargame",Joseph Miranda,https://boardgamegeek.com/boardgame/34334/waterloo-20,https://cf.geekdo-images.com/A9USx4ifHPE3-dnpnFxyxg__original/img/o4EmQnJ34h1Nl8adoCks9of1F9s=/0x0/filters:format(jpeg)/pic297963.jpg
3637,World at War: The Untold Stories,2,2,60,2010,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame",Mark H. Walker,https://boardgamegeek.com/boardgame/41934/world-war-untold-stories,https://cf.geekdo-images.com/q88VeafRDQbOmAvPxIIvrg__original/img/3tKL8qVm2aF4_K10BGg-yxDWFOA=/0x0/filters:format(jpeg)/pic3227431.jpg
3638,MBT (first edition),2,6,60,1989,"Hex-and-Counter, Modular Board, Simultaneous Action Selection","Modern Warfare, Wargame",James M. Day,https://boardgamegeek.com/boardgame/3710/mbt-first-edition,https://cf.geekdo-images.com/QnSa5yMaC0fGPP2N4gJmCA__original/img/6PdAgyr5brVA8IEBm6ESQUg4TwM=/0x0/filters:format(jpeg)/pic405999.jpg
3639,Bohemian Villages,2,5,30,2016,Dice Rolling,Dice,Reiner Stockhausen,https://boardgamegeek.com/boardgame/193651/bohemian-villages,https://cf.geekdo-images.com/LHivTDU3cCgq1au966_Trw__original/img/6CzHfhT2wMFQdG5SRqImc7ELMu8=/0x0/filters:format(png)/pic4067112.png
3640,Miscellaneous Game Accessory,0,0,0,0,none,none,(Uncredited),https://boardgamegeek.com/boardgame/5985/miscellaneous-game-accessory,https://cf.geekdo-images.com/P342UraFCVyTkjjAIf6A6A__original/img/edReilHqQ8H4X0VmAktvwFFrbxU=/0x0/filters:format(jpeg)/pic1017967.jpg
3641,Super Scrabble,2,4,60,2004,Tile Placement,Word Game,Murray Eskenazi,https://boardgamegeek.com/boardgame/11182/super-scrabble,https://cf.geekdo-images.com/1yKLxxIN-LqBRou5LaNyCQ__original/img/Jyfrozl6Qq0XAUbl0BsDuf8kIFg=/0x0/filters:format(jpeg)/pic3001929.jpg
3642,7 Days of Westerplatte,1,4,60,2013,"Chit-Pull System, Co-operative Play, Point to Point Movement","Wargame, World War II",?ukasz Wo?niak,https://boardgamegeek.com/boardgame/145103/7-days-westerplatte,https://cf.geekdo-images.com/TVhcEF9TvvPUA6_Af-uDfw__original/img/6AJWkxrvBgwMxw7oakgyHF9WAKM=/0x0/filters:format(jpeg)/pic1722650.jpg
3643,Gauntlet of Fools,2,6,30,2012,"Auction/Bidding, Dice Rolling, Player Elimination, Press Your Luck, Variable Player Powers","Adventure, Card Game, Dice, Fantasy, Fighting",Donald X. Vaccarino,https://boardgamegeek.com/boardgame/129293/gauntlet-fools,https://cf.geekdo-images.com/bx6LXwI-yrKeNNVhF6-n9Q__original/img/g009flZGpztVJXaWjjizHMR_HOE=/0x0/filters:format(png)/pic1392572.png
3644,1822: The Railways of Great Britain,3,7,420,2016,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation",Simon Cutforth,https://boardgamegeek.com/boardgame/193867/1822-railways-great-britain,https://cf.geekdo-images.com/NzCMkl4koXY5SiacFHE4Fg__original/img/ZpLpxZmQX5Vff9UufmvBKRxLpbM=/0x0/filters:format(png)/pic5449534.png
3645,Railroad Dice,2,4,90,2003,"Dice Rolling, Pick-up and Deliver, Route/Network Building, Tile Placement","Dice, Trains, Transportation",Jens Kappe,https://boardgamegeek.com/boardgame/8192/railroad-dice,https://cf.geekdo-images.com/s2NR7j0e4yD504EX92oosg__original/img/_Iu_IBx4uLzPEtA6a6yK_d1-OOk=/0x0/filters:format(jpeg)/pic220462.jpg
3646,"Rome: Imperium, Circus Maximus, Hannibal vs Rome",2,5,60,2001,"Area Control / Area Influence, Area Movement","Ancient, Card Game, Political, Racing",Reiner Knizia,https://boardgamegeek.com/boardgame/4388/rome-imperium-circus-maximus-hannibal-vs-rome,https://cf.geekdo-images.com/7_GB4J8x-T9KTbqOxbJL8w__original/img/ApjG829zm7g2LnOks6vWa6eh70o=/0x0/filters:format(jpeg)/pic18900.jpg
3647,Siena,2,5,90,2005,"Auction/Bidding, Hand Management","Economic, Medieval",Mario Papini,https://boardgamegeek.com/boardgame/18932/siena,https://cf.geekdo-images.com/wb8pvgFmW9IH-upj8XB-KA__original/img/RFtp7kZVguHraFzRPCeXLxqHhDk=/0x0/filters:format(jpeg)/pic99088.jpg
3648,SHH,2,4,10,2015,"Co-operative Play, Hand Management","Deduction, Word Game",Chris Handy,https://boardgamegeek.com/boardgame/164158/shh,https://cf.geekdo-images.com/WakoY3lZRwbwcYnbIj8ezA__original/img/3T4h3CnNobT5U9J6TB7t1r0ClG4=/0x0/filters:format(jpeg)/pic2559568.jpg
3649,Vienna,3,5,30,2015,Dice Rolling,none,Johannes Schmidauer-König,https://boardgamegeek.com/boardgame/171492/vienna,https://cf.geekdo-images.com/-zPsw7fGBFgrd5GQxMcS5Q__original/img/q-zeOmj1a_JGiaKbfbn1iOpW2mM=/0x0/filters:format(jpeg)/pic2365501.jpg
3650,No Retreat 4! Italian Front: 1943-45,2,3,300,2015,Hex-and-Counter,"Wargame, World War II",Carl Paradis,https://boardgamegeek.com/boardgame/150013/no-retreat-4-italian-front-1943-45,https://cf.geekdo-images.com/U5n5u_-2WhGu7H10BrCuAw__original/img/GpLZ98HwyR_YK8rSJl3_Gr5fNxQ=/0x0/filters:format(jpeg)/pic2577579.jpg
3651,Packet Row,2,5,75,2013,"Auction/Bidding, Card Drafting, Hand Management",Industry / Manufacturing,"Henrik Berg, Åse Berg",https://boardgamegeek.com/boardgame/144492/packet-row,https://cf.geekdo-images.com/nN3i9JUySr771KQA26p11A__original/img/lr1M3CAAqMPBm7NhAIjpA7w4VdM=/0x0/filters:format(jpeg)/pic1703163.jpg
3652,Taktika,2,2,20,2007,none,"Action / Dexterity, Fantasy, Medieval",Ian Cooper (I),https://boardgamegeek.com/boardgame/32129/taktika,https://cf.geekdo-images.com/6anb4X8bBXstwrGieMmhMw__original/img/RhnOT7BJ-fSFDztgP95iSLtEsAM=/0x0/filters:format(jpeg)/pic265909.jpg
3653,Tom Tube,2,2,30,2003,"Point to Point Movement, Route/Network Building, Tile Placement",Science Fiction,"Tobias Goslar, Roland Goslar",https://boardgamegeek.com/boardgame/6508/tom-tube,https://cf.geekdo-images.com/yO_myTkaQ9fxzx3G5puGGQ__original/img/36f71VAkwITCW8iF2tRelCza0C0=/0x0/filters:format(jpeg)/pic25782.jpg
3654,U-Boat Leader,1,1,90,2011,"Card Drafting, Dice Rolling, Simulation","Nautical, Wargame, World War II",Dave Schueler,https://boardgamegeek.com/boardgame/85108/u-boat-leader,https://cf.geekdo-images.com/OW0mudQsivt5EiuJY31WhQ__original/img/6Toso9kV4VaIPCILnfKesH4wxVk=/0x0/filters:format(jpeg)/pic826479.jpg
3655,Check Your 6!,2,12,120,2007,"Simulation, Simultaneous Action Selection","Aviation / Flight, Miniatures, Wargame, World War II",Scott Fisher,https://boardgamegeek.com/boardgame/30958/check-your-6,https://cf.geekdo-images.com/gEDPcX3e1FdU2oXW_Wxaeg__original/img/nfISb_iCp2C0q_7UU9Ra7UJ3W04=/0x0/filters:format(jpeg)/pic257854.jpg
3656,Fifth Avenue,2,4,100,2004,"Area Control / Area Influence, Auction/Bidding",City Building,Wilko Manz,https://boardgamegeek.com/boardgame/9342/fifth-avenue,https://cf.geekdo-images.com/wvKSVcRQ81A9u0SiAWHrzA__original/img/kSrlLmZlpd3uUOUyPzSZlJGkBwk=/0x0/filters:format(jpeg)/pic39578.jpg
3657,Costa Rica,2,5,45,2016,"Press Your Luck, Set Collection",Exploration,"Matthew Dunstan, Brett J. Gilbert",https://boardgamegeek.com/boardgame/194100/costa-rica,https://cf.geekdo-images.com/0u1mV295XBrLu91p1lTTFg__original/img/f7s-eJilH9w9HDnR3yOPCxRjTVU=/0x0/filters:format(jpeg)/pic3032708.jpg
3658,All Things Zombie: The Boardgame,1,6,40,2010,"Chit-Pull System, Co-operative Play, Hex-and-Counter","Fighting, Horror, Science Fiction, Wargame, Zombies","Ed Teixeira, Mark H. Walker",https://boardgamegeek.com/boardgame/36986/all-things-zombie-boardgame,https://cf.geekdo-images.com/et7ITxFW4ZaSxxJdNySLpA__original/img/rUDDAGXSb6xOkLQFlP1JWjY8nyE=/0x0/filters:format(jpeg)/pic634054.jpg
3659,Feudal,2,6,90,1967,Grid Movement,"Abstract Strategy, Medieval, Miniatures",Fred Buestchler,https://boardgamegeek.com/boardgame/847/feudal,https://cf.geekdo-images.com/FIVi7G9sy6D5qZc84OEWug__original/img/RQV5AliYidrsDRl2OUYsQTg9XD4=/0x0/filters:format(jpeg)/pic1512978.jpg
3660,The Lord of the Rings: The Fellowship of the Ring,2,2,90,2001,"Campaign / Battle Card Driven, Modular Board","Fantasy, Miniatures, Movies / TV / Radio theme, Novel-based, Wargame",Rick Priestley,https://boardgamegeek.com/boardgame/3563/lord-rings-fellowship-ring,https://cf.geekdo-images.com/VOyhJ-qSkp95VN41763yHQ__original/img/YiOmS76zAY35sgpGKIMayjTEixg=/0x0/filters:format(jpeg)/pic469968.jpg
3661,Artificium,2,6,50,2014,"Card Drafting, Simultaneous Action Selection, Trading","Card Game, Industry / Manufacturing, Medieval",Timofey Shargorodskiy,https://boardgamegeek.com/boardgame/166372/artificium,https://cf.geekdo-images.com/li4vREgtMMI_0gmkecjI3g__original/img/Ix9fK3pKPSDoyOijnMpDm17lRZk=/0x0/filters:format(jpeg)/pic2249498.jpg
3662,Shinobi WAT-AAH!,2,4,45,2014,"Hand Management, Worker Placement","Card Game, Fantasy, Fighting",Théo Rivière,https://boardgamegeek.com/boardgame/152847/shinobi-wat-aah,https://cf.geekdo-images.com/NlwLt2G1xJR_ggHl5HvBAQ__original/img/tBC5ekS32JH4uzbRKUaX1XlPCRY=/0x0/filters:format(jpeg)/pic2024983.jpg
3663,Haste Worte?,3,8,30,1997,"Auction/Bidding, Simultaneous Action Selection","Party Game, Word Game","Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/3119/haste-worte,https://cf.geekdo-images.com/Y9SDhYqq6xsNyy825azoQg__original/img/tIgc-Fsx3Pf6XEWiAfUxNtdPSIs=/0x0/filters:format(jpeg)/pic3919029.jpg
3664,Croak!,2,4,20,1999,"Grid Movement, Tile Placement",Children's Game,Igor Polouchine,https://boardgamegeek.com/boardgame/3093/croak,https://cf.geekdo-images.com/BOR53WaU0vKwYtDmWSsuQw__original/img/GREQP_OEzLuakwDz71lUlgxtM84=/0x0/filters:format(jpeg)/pic1319089.jpg
3665,Titania,2,4,60,2010,Hand Management,Nautical,Rüdiger Dorn,https://boardgamegeek.com/boardgame/66613/titania,https://cf.geekdo-images.com/rHsStOrV1bLQtMI_KGMn8g__original/img/LP8Wm1NeQJvcX0CQOYvFf0Kx3fY=/0x0/filters:format(jpeg)/pic2691917.jpg
3666,Moderne Zeiten,3,5,45,2002,"Auction/Bidding, Stock Holding",Economic,"Dan Glimne, Grzegorz Rejchtman",https://boardgamegeek.com/boardgame/4106/moderne-zeiten,https://cf.geekdo-images.com/kJ2c0rLs6OGI4NQY8iUwhg__original/img/_lnZNHLzK6ZhC6PcTD8XRAv5Nfw=/0x0/filters:format(jpeg)/pic12492.jpg
3667,Ophir,2,4,60,2015,"Dice Rolling, Modular Board, Pick-up and Deliver, Set Collection, Variable Player Powers","Economic, Nautical","Jason D. Kingsley, Charles C. Wright",https://boardgamegeek.com/boardgame/151275/ophir,https://cf.geekdo-images.com/KvPYUj-WNQjd0WCU6vXl7A__original/img/bGUlNSs4ayPwpYOQHppCfWYmO8k=/0x0/filters:format(png)/pic1997937.png
3668,HomeStretch,2,6,60,2012,"Betting/Wagering, Card Drafting, Dice Rolling, Roll / Spin and Move, Stock Holding","Animals, Racing, Sports",Frank DiLorenzo,https://boardgamegeek.com/boardgame/129945/homestretch,https://cf.geekdo-images.com/BTIHM5GapdB3TbHVFDs61A__original/img/JzNGBQP7BO1JSccXQ2WclXOaM2U=/0x0/filters:format(jpeg)/pic1405267.jpg
3669,Munchkin Quest,2,4,180,2008,"Dice Rolling, Modular Board, Role Playing","Adventure, Exploration, Fantasy, Fighting, Humor",Steve Jackson (I),https://boardgamegeek.com/boardgame/29678/munchkin-quest,https://cf.geekdo-images.com/ICz9kzlFwkvjrNeLOuhIyA__original/img/_H7hbVCSt0qaSc3Dsc6yoLISLMg=/0x0/filters:format(jpeg)/pic294853.jpg
3670,Say Anything Family Edition,3,6,30,2011,Betting/Wagering,"Humor, Party Game",Dominic Crapuchettes,https://boardgamegeek.com/boardgame/92852/say-anything-family-edition,https://cf.geekdo-images.com/BjbI6reJz6HCt95mdiealg__original/img/447E4AlrLRsk37IxfhWUCYgZNvo=/0x0/filters:format(jpeg)/pic958277.jpg
3671,Gulf Strike,2,2,360,1983,"Hex-and-Counter, Simulation","Modern Warfare, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/2076/gulf-strike,https://cf.geekdo-images.com/MGwZeYmzl4yZ5-E-KeZ4hQ__original/img/E9iWUeTf1v3_UIhzb4i7E_QJ2os=/0x0/filters:format(jpeg)/pic147586.jpg
3672,Viva Pamplona!,2,6,45,1992,"Dice Rolling, Roll / Spin and Move",Racing,Wolfgang Kramer,https://boardgamegeek.com/boardgame/366/viva-pamplona,https://cf.geekdo-images.com/HlpkNljU9WnJIfYhVZ02sg__original/img/uwHTkEZOLx1jR11y2jTjUJpf1no=/0x0/filters:format(jpeg)/pic1111577.jpg
3673,Wings for the Baron (second edition),3,5,45,2015,"Hand Management, Simultaneous Action Selection, Variable Player Powers","Aviation / Flight, Industry / Manufacturing, World War I",Dave Townsend,https://boardgamegeek.com/boardgame/184866/wings-baron-second-edition,https://cf.geekdo-images.com/r5IVKDMuZQWDGZ2NI9_o8g__original/img/Oro1_a2lHmoQtnrOkqnlzukC0KQ=/0x0/filters:format(jpeg)/pic2682989.jpg
3674,Zombiaki,2,2,15,2003,"Card Drafting, Hand Management","Card Game, Fighting, Humor, Zombies","Adam Mnich, Ignacy Trzewiczek",https://boardgamegeek.com/boardgame/15474/zombiaki,https://cf.geekdo-images.com/KL_usCxEGQJIdSRGPNm4EQ__original/img/1H3L5IoE79dHOpQKLKmDnvmjO1E=/0x0/filters:format(jpeg)/pic1614754.jpg
3675,Letnisko,2,5,45,2013,Worker Placement,"Card Game, Economic",Karol Madaj,https://boardgamegeek.com/boardgame/126000/letnisko,https://cf.geekdo-images.com/F7VaQ1eEHMVJhIEML7Y64w__original/img/NLZdcdBLJxdPhDuc2dUmUc7tI3g=/0x0/filters:format(jpeg)/pic1604916.jpg
3676,ebbes,3,5,45,2013,Trick-taking,Card Game,Klaus Geis,https://boardgamegeek.com/boardgame/143882/ebbes,https://cf.geekdo-images.com/LbbtNa7AUyywC7sfNu1pGw__original/img/mYsgrS7inDuhNrVBFdpGBpTnb2Q=/0x0/filters:format(jpeg)/pic1789659.jpg
3677,Lords of War: Orcs versus Dwarves,2,8,30,2012,"Hand Management, Player Elimination, Variable Player Powers","Card Game, Fantasy, Wargame","Nick Street, Martin Vaux",https://boardgamegeek.com/boardgame/135215/lords-war-orcs-versus-dwarves,https://cf.geekdo-images.com/yTb79ZeFJsehuummbAAcfQ__original/img/fQa7xWgIBFIgcC2MklCSeTx9oiY=/0x0/filters:format(jpeg)/pic1575914.jpg
3678,Wrath of Dragons,2,6,90,2015,"Hand Management, Simultaneous Action Selection, Worker Placement",Fantasy,Keith Rentz,https://boardgamegeek.com/boardgame/181122/wrath-dragons,https://cf.geekdo-images.com/32TSNZlfKEMqlkdLl3TUQA__original/img/_mEBZrVQ0Txjawfbu9M7AdiLo3k=/0x0/filters:format(jpeg)/pic2597084.jpg
3679,Feurio!,1,4,30,2003,"Modular Board, Tile Placement","Abstract Strategy, Environmental",Heinrich Glumpler,https://boardgamegeek.com/boardgame/8017/feurio,https://cf.geekdo-images.com/mmMpDrU9fUTC6cFx5YMm_w__original/img/T8n-bTaBen12yK0VW1z4Fugwoe0=/0x0/filters:format(jpeg)/pic32854.jpg
3680,Einauge sei wachsam!,2,5,45,2009,Set Collection,"Card Game, Pirates","Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/40234/einauge-sei-wachsam,https://cf.geekdo-images.com/yAsJkQD_TpWqjfeDUZKBxg__original/img/Bl8SgPo636uG1xzfNJn2XMUcWzg=/0x0/filters:format(jpeg)/pic434077.jpg
3681,The Palace of Mad King Ludwig,2,4,75,2017,Tile Placement,Post-Napoleonic,Ted Alspach,https://boardgamegeek.com/boardgame/223278/palace-mad-king-ludwig,https://cf.geekdo-images.com/KJTd8G2AFDhpcp9iFMYHpQ__original/img/LkHchuiLw9Y3iLCHM3aG3e5jmZ0=/0x0/filters:format(jpeg)/pic3464108.jpg
3682,Feudalia,1,4,90,2011,"Card Drafting, Deck / Pool Building, Hand Management, Trading, Worker Placement","Card Game, City Building, Civilization, Medieval, Negotiation",Fernando Abad,https://boardgamegeek.com/boardgame/104627/feudalia,https://cf.geekdo-images.com/i1k-pF5Wqld4tuqsEpxSKg__original/img/LWgk9wJFMOCHW5VeZMffhC3Dg8E=/0x0/filters:format(jpeg)/pic3143053.jpg
3683,Omega Centauri,2,4,60,2014,"Modular Board, Variable Phase Order","Civilization, Science Fiction",Nigel Buckle,https://boardgamegeek.com/boardgame/33759/omega-centauri,https://cf.geekdo-images.com/Yt9Ued8Uzt1bAoSL2hMQXA__original/img/gjqHrLRsisz183u7TnxN5k03kkk=/0x0/filters:format(jpeg)/pic2061273.jpg
3684,Helionox: The Last Sunset,1,4,60,2015,"Deck / Pool Building, Hand Management, Route/Network Building, Variable Player Powers, Worker Placement","Card Game, Science Fiction",Taran Lewis Kratz,https://boardgamegeek.com/boardgame/176980/helionox-last-sunset,https://cf.geekdo-images.com/xw65rV2_iePr-1__4jGY8w__original/img/fD9GYwQUQfwPge8ZeX6rVQzMsEY=/0x0/filters:format(jpeg)/pic2645762.jpg
3685,Rolling Japan,1,99,15,2014,"Dice Rolling, Paper-and-Pencil","Dice, Number, Puzzle",Hisashi Hayashi,https://boardgamegeek.com/boardgame/163377/rolling-japan,https://cf.geekdo-images.com/jYmS7lMENZKjUiUcP_KYcQ__original/img/w7saNVAyscW_bkZl5aQKHnQfX1Y=/0x0/filters:format(jpeg)/pic2107479.jpg
3686,Code of Nine,3,4,40,2012,Worker Placement,"Bluffing, Deduction, Science Fiction",BakaFire,https://boardgamegeek.com/boardgame/159141/code-nine,https://cf.geekdo-images.com/Hx_pWEMgTIJsn5V1FnifLg__original/img/B-7kpFzLAQ61S3YPlPGJkeZPCuQ=/0x0/filters:format(png)/pic2556408.png
3687,The Great Battles of Alexander,2,2,240,1991,"Dice Rolling, Hex-and-Counter, Simulation","Ancient, Fighting, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/5233/great-battles-alexander,https://cf.geekdo-images.com/bw1FsvCh5mJzMfXNo9a0yQ__original/img/_YugC9osa-8hWBkGIinr_xK4Bfo=/0x0/filters:format(jpeg)/pic774564.jpg
3688,Borderlands,2,4,120,1982,"Area Movement, Trading","Bluffing, Civilization, Fantasy, Negotiation, Political","Bill Eberle, Jack Kittredge, Peter Olotka",https://boardgamegeek.com/boardgame/40/borderlands,https://cf.geekdo-images.com/pJmlIpIcUU7NOZlJE0z4KA__original/img/DnE7MHdiG04qX7Q2QEJJygJUAv0=/0x0/filters:format(jpeg)/pic651637.jpg
3689,Harry's Grand Slam Baseball Game,2,4,20,1962,"Hand Management, Simulation","Card Game, Sports",Harry Obst,https://boardgamegeek.com/boardgame/5306/harrys-grand-slam-baseball-game,https://cf.geekdo-images.com/7xOT1bBAOedPucRJtZARTg__original/img/hCBGSuhruVVMND7_0AF2oe4LbgM=/0x0/filters:format(jpeg)/pic21582.jpg
3690,"Ici, c'est la France! The Algerian War of Independence 1954 - 1962",2,2,300,2009,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Chit-Pull System","Modern Warfare, Political, Wargame",Kim Kanger,https://boardgamegeek.com/boardgame/29379/ici-cest-la-france-algerian-war-independence-1954,https://cf.geekdo-images.com/9HV9-3ykCwvipSLu8yaovQ__original/img/0nhlpfPYrpc4xEpmUsPjZUdBxwc=/0x0/filters:format(jpeg)/pic2216140.jpg
3691,Dungeon Twister: The Card Game,2,2,60,2013,"Hand Management, Modular Board","Card Game, Exploration, Fantasy, Fighting, Maze",Christophe Boelinger,https://boardgamegeek.com/boardgame/144525/dungeon-twister-card-game,https://cf.geekdo-images.com/Kw57XLlPiycdOcKn6LCHCQ__original/img/6JEbGqs0cyBFMa-5IuSZbd9D9Y0=/0x0/filters:format(jpeg)/pic1702457.jpg
3692,The Rise of the Roman Republic,2,3,240,2003,"Chit-Pull System, Hex-and-Counter, Simulation","Ancient, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/6202/rise-roman-republic,https://cf.geekdo-images.com/xVsUzA_SQD-RdfiS7iotvg__original/img/Lp7SATz-qqngVWX_g8Qv4QWNMOI=/0x0/filters:format(jpeg)/pic1918101.jpg
3693,Gobbit,2,8,20,2012,"Pattern Recognition, Player Elimination","Action / Dexterity, Animals, Card Game, Party Game","Jean-Baptiste Fremaux, Thomas Luzurier, Paul-Adrien Tournier",https://boardgamegeek.com/boardgame/132620/gobbit,https://cf.geekdo-images.com/bMWoFNQFesjs64shTr-ObA__original/img/D2aHvpNiya3aIlAq5bjiIwYxBuw=/0x0/filters:format(png)/pic4819194.png
3694,The Secret of Monte Cristo,2,4,60,2011,"Action Point Allowance System, Area Control / Area Influence, Variable Phase Order","Exploration, Novel-based","Charles Chevallier, Arnaud Urbon",https://boardgamegeek.com/boardgame/90190/secret-monte-cristo,https://cf.geekdo-images.com/HtKLQsNRfnEw9notuA26fg__original/img/Jr-m_zSAwTdivuovy82-gnnVt5s=/0x0/filters:format(jpeg)/pic899476.jpg
3695,Station Master,2,6,60,2004,"Betting/Wagering, Commodity Speculation, Hand Management","Card Game, Trains",Chris Bayliss,https://boardgamegeek.com/boardgame/9615/station-master,https://cf.geekdo-images.com/Y1nA7RWPOFn3dEl6QzIfKw__original/img/YWjil4lraGuY495fCmF6dA_Hl1g=/0x0/filters:format(jpeg)/pic49425.jpg
3696,Last Blitzkrieg,2,4,960,2016,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/178896/last-blitzkrieg,https://cf.geekdo-images.com/QLUMwydcfPrinZDw_c3Sog__original/img/kLiAXi5rYJMd8kwbJUwq9DQY9VE=/0x0/filters:format(jpeg)/pic3387407.jpg
3697,The HellGame,2,6,180,2003,Variable Player Powers,"Dice, Fantasy, Horror, Medieval, Negotiation, Renaissance","Anders Fager, Lars Johansson",https://boardgamegeek.com/boardgame/2611/hellgame,https://cf.geekdo-images.com/rQCUZxSMe3lCcnNIrmzv7w__original/img/1UQuTvBbS7gBfDCKDSLa-cqFKH0=/0x0/filters:format(jpeg)/pic785146.jpg
3698,Promised Land: 1250-587 BC,2,6,150,2013,"Area Control / Area Influence, Partnerships","Ancient, Economic, Fighting, Religious","Gary Dicken, Steve Kendall, Phil Kendall",https://boardgamegeek.com/boardgame/142085/promised-land-1250-587-bc,https://cf.geekdo-images.com/3hQpJb7luNoD-w3IJtPcag__original/img/54zYfca8yIut2EmGwjpmtcVhk0w=/0x0/filters:format(jpeg)/pic1653478.jpg
3699,Rumble in the House,3,6,20,2011,"Grid Movement, Modular Board, Secret Unit Deployment","Bluffing, Deduction, Fighting, Humor, Party Game",Ken Rush,https://boardgamegeek.com/boardgame/99437/rumble-house,https://cf.geekdo-images.com/OHmX39CYoMQ_u1FN18mWsg__original/img/WJRkirH0BD0gmJxhoDbjWSTEWUI=/0x0/filters:format(png)/pic3120549.png
3700,Sherlock Holmes: The Card Game,3,8,60,1991,none,"Card Game, Murder/Mystery, Novel-based",Roger Heyworth,https://boardgamegeek.com/boardgame/458/sherlock-holmes-card-game,https://cf.geekdo-images.com/pNRBdy7XrBnvnMXYD8TJ7Q__original/img/8KxvwH24s1dC00NJKStXmfKEjSw=/0x0/filters:format(jpeg)/pic2653765.jpg
3701,Spearpoint 1943,2,2,30,2010,"Card Drafting, Dice Rolling, Hand Management, Secret Unit Deployment, Simultaneous Action Selection","Card Game, Dice, Wargame, World War II",Byron Collins,https://boardgamegeek.com/boardgame/56320/spearpoint-1943,https://cf.geekdo-images.com/PVUI24A-CAadKydrs0gppA__original/img/AiYAts-ySzNgaGqXns0QuX3Kc1I=/0x0/filters:format(jpeg)/pic557180.jpg
3702,Tipp-Kick,2,2,10,1921,none,"Action / Dexterity, Miniatures, Movies / TV / Radio theme, Sports",Carl Mayer,https://boardgamegeek.com/boardgame/1644/tipp-kick,https://cf.geekdo-images.com/WqgaQ1QARkvr6eCRcrW-BQ__original/img/hg8QbAD1NtnlqdYjz3u_mqKXKa4=/0x0/filters:format(jpeg)/pic63199.jpg
3703,Victory:  The Blocks of War,2,6,180,1998,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment","Wargame, World War II","Tom Dalgliesh, Grant Dalgliesh",https://boardgamegeek.com/boardgame/87/victory-blocks-war,https://cf.geekdo-images.com/lMd38yFCJVCoB4ikLqaYwg__original/img/LIuSzpRE0x84DEp9JW6hixODGWI=/0x0/filters:format(jpeg)/pic2403125.jpg
3704,Air Assault On Crete/Invasion of Malta: 1942,2,2,240,1977,Hex-and-Counter,"Aviation / Flight, Wargame, World War II","Randall C. Reed, Vance von Borries",https://boardgamegeek.com/boardgame/3044/air-assault-creteinvasion-malta-1942,https://cf.geekdo-images.com/6_QFwTTihRE-PBikp7SH8g__original/img/bxaHtntv3PE0HOonV9kEP9Vs2ys=/0x0/filters:format(jpeg)/pic243417.jpg
3705,Tatsu,2,2,45,2016,Roll / Spin and Move,Abstract Strategy,John Yianni,https://boardgamegeek.com/boardgame/181811/tatsu,https://cf.geekdo-images.com/i4ATT7q0Mg4inm6WhwRMgA__original/img/nQ3n2GCmvK2jadlIz8a-VQMkXAM=/0x0/filters:format(jpeg)/pic6361335.jpg
3706,Robotory,2,2,15,2006,Grid Movement,Abstract Strategy,Susumu Kawasaki,https://boardgamegeek.com/boardgame/38275/robotory,https://cf.geekdo-images.com/bH-HJEQwH5VA-NOulJyg9Q__original/img/uhu_vJ_qyE7eQtel2wHnwXf0DNI=/0x0/filters:format(jpeg)/pic532134.jpg
3707,Die Siedler von Catan: Junior,3,4,30,2007,"Dice Rolling, Hand Management, Memory, Route/Network Building, Trading","Children's Game, Negotiation, Pirates",Klaus Teuber,https://boardgamegeek.com/boardgame/27766/die-siedler-von-catan-junior,https://cf.geekdo-images.com/-wW5iAnqudxpqGmT4YIQ7g__original/img/ZtgDSI0UEPSH9jnXtM9XuXJp1Gk=/0x0/filters:format(jpeg)/pic266168.jpg
3708,Raise Your Goblets,2,12,45,2016,"Hand Management, Memory, Partnerships, Variable Player Powers","Deduction, Humor, Memory, Party Game",Tim Page,https://boardgamegeek.com/boardgame/202732/raise-your-goblets,https://cf.geekdo-images.com/M-QMEFRd2LkfyiXt6YFbwg__original/img/7_liRib9sxbw2jeOFFFmgoQ_NXs=/0x0/filters:format(jpeg)/pic3132188.jpg
3709,Achtung: Spitfire!,1,99,240,1995,"Dice Rolling, Hex-and-Counter","Aviation / Flight, Wargame, World War II",J. D. Webster,https://boardgamegeek.com/boardgame/5614/achtung-spitfire,https://cf.geekdo-images.com/SwURkeImt5NxTBk7gjBSdQ__original/img/w9WQrr3iExikua9Ii8lGWGCJyrM=/0x0/filters:format(jpeg)/pic30564.jpg
